2023-01-08 23:03:25 INFO  WebdriverEvents:41 - Navigating tohttps://naveenautomationlabs.com/opencart/index.php?route=common/home
2023-01-08 23:03:30 INFO  WebdriverEvents:47 - Navigated tohttps://naveenautomationlabs.com/opencart/index.php?route=common/home
2023-01-08 23:03:30 INFO  WebdriverEvents:86 - Finding elementBy.xpath: //span[text()='My Account']
2023-01-08 23:03:30 INFO  WebdriverEvents:92 - Elelement FoundBy.xpath: //span[text()='My Account']
2023-01-08 23:03:30 INFO  WebdriverEvents:98 - clicking on[[ChromeDriver: chrome on WINDOWS (a9044ce7a379564f586604b174bdece8)] -> xpath: //span[text()='My Account']]
2023-01-08 23:03:30 INFO  WebdriverEvents:104 - clicked on[[ChromeDriver: chrome on WINDOWS (a9044ce7a379564f586604b174bdece8)] -> xpath: //span[text()='My Account']]
2023-01-08 23:03:30 INFO  WebdriverEvents:86 - Finding elementBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:last-of-type a
2023-01-08 23:03:30 INFO  WebdriverEvents:92 - Elelement FoundBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:last-of-type a
2023-01-08 23:03:30 INFO  WebdriverEvents:98 - clicking on[[ChromeDriver: chrome on WINDOWS (a9044ce7a379564f586604b174bdece8)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:last-of-type a]
2023-01-08 23:03:30 INFO  WebdriverEvents:104 - clicked on[[ChromeDriver: chrome on WINDOWS (a9044ce7a379564f586604b174bdece8)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:last-of-type a]
2023-01-08 23:03:30 INFO  WebdriverEvents:86 - Finding elementBy.cssSelector: form div.form-group:first-of-type input
2023-01-08 23:03:30 INFO  WebdriverEvents:92 - Elelement FoundBy.cssSelector: form div.form-group:first-of-type input
2023-01-08 23:03:30 INFO  WebdriverEvents:86 - Finding elementBy.cssSelector: form div.form-group:last-of-type input
2023-01-08 23:03:30 INFO  WebdriverEvents:92 - Elelement FoundBy.cssSelector: form div.form-group:last-of-type input
2023-01-08 23:03:30 INFO  WebdriverEvents:86 - Finding elementBy.cssSelector: input[type='submit']
2023-01-08 23:03:30 INFO  WebdriverEvents:92 - Elelement FoundBy.cssSelector: input[type='submit']
2023-01-08 23:03:31 INFO  CustomListener:19 - Test execution has started for : testSomething
2023-01-08 23:03:31 INFO  CustomListener:24 - Test execution has passed for : testSomething
2023-01-08 23:03:32 INFO  WebdriverEvents:41 - Navigating tohttps://naveenautomationlabs.com/opencart/index.php?route=common/home
2023-01-08 23:03:37 INFO  WebdriverEvents:47 - Navigated tohttps://naveenautomationlabs.com/opencart/index.php?route=common/home
2023-01-08 23:03:37 INFO  WebdriverEvents:86 - Finding elementBy.xpath: //span[text()='My Account']
2023-01-08 23:03:37 INFO  WebdriverEvents:92 - Elelement FoundBy.xpath: //span[text()='My Account']
2023-01-08 23:03:37 INFO  WebdriverEvents:98 - clicking on[[ChromeDriver: chrome on WINDOWS (c5ad74f22e5f1fd646f991bbf50b7f4c)] -> xpath: //span[text()='My Account']]
2023-01-08 23:03:37 INFO  WebdriverEvents:104 - clicked on[[ChromeDriver: chrome on WINDOWS (c5ad74f22e5f1fd646f991bbf50b7f4c)] -> xpath: //span[text()='My Account']]
2023-01-08 23:03:37 INFO  WebdriverEvents:86 - Finding elementBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:last-of-type a
2023-01-08 23:03:37 INFO  WebdriverEvents:92 - Elelement FoundBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:last-of-type a
2023-01-08 23:03:37 INFO  WebdriverEvents:98 - clicking on[[ChromeDriver: chrome on WINDOWS (c5ad74f22e5f1fd646f991bbf50b7f4c)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:last-of-type a]
2023-01-08 23:03:37 INFO  WebdriverEvents:104 - clicked on[[ChromeDriver: chrome on WINDOWS (c5ad74f22e5f1fd646f991bbf50b7f4c)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:last-of-type a]
